WS,WG,category,definition,gloss,uni_lemma
item_157,item_66,animals,فیل,elephant,elephant
item_158,item_67,animals,قورباغه,frog,frog
item_159,item_68,animals,کبوتر,pigeons,pigeon
item_160,item_69,animals,کلاغ,crow,crow
item_161,item_70,animals,گاو,cow,cow
item_162,item_71,animals,گربه,cat,cat
item_163,,animals,گرگ,wolf,wolf
item_164,item_72,animals,گنجشک,sparrow,sparrow
item_165,,animals,گورخر,zebra,zebra
item_166,item_73,animals,گوسفند,sheep,sheep
item_167,,animals,گوزن,deer,deer
item_168,item_74,animals,لاک پشت,turtle,turtle
item_169,item_76,animals,مار,snake,snake
item_170,item_75,animals,ماهی,fish,fish (animal)
item_171,item_77,animals,مرغ,chicken,chicken (animal)
item_172,item_78,animals,مگس,fly,fly (animal)
item_173,item_79,animals,مورچه,ant,ant
item_174,item_80,animals,موش,mouse,mouse
item_175,item_81,animals,میمون,monkey,monkey
item_176,,games_routines,اب بازی,bath,bath
item_177,,games_routines,اتل متل,(traditional children's game),
item_178,,games_routines,الله اکبر,(allahu akbar),
item_179,,games_routines,الو,hello,hello
item_180,,games_routines,بای بای ( خداحافظ),bye bye (goodbye),bye
item_181,,games_routines,بله ( اره),yes / yeah,yes
item_182,,games_routines,به سلامت,goodbye,bye
item_183,,games_routines,تاب تاب عباسی,(traditional children's song),
item_184,,games_routines,خواب,sleep,sleep
item_185,,games_routines,دالی/داکی,peekaboo,peekaboo
item_186,,games_routines,ده- بیست- سی- چهل,ten- twenty- thirty- forty,
item_187,item_286,games_routines,سلام,hello,hello
item_188,item_287,games_routines,شام,dinner,dinner
item_189,item_288,games_routines,شب بخیر,good night,good night
item_190,,games_routines,عصرانه,evening meal,
item_191,,games_routines,عمو زنجیر باف,(traditional children's game),
item_192,,games_routines,عید,eid,
item_193,,games_routines,قایم (قایم باشک),hide and seek,hide and seek
item_194,item_289,games_routines,صبحانه,breakfast,breakfast
item_195,,games_routines,صبح بخیر,good morning,good morning
item_196,,games_routines,کلاغ پر,(traditional children's game),
item_197,,games_routines,لطفا,please,please
item_198,,games_routines,مبارک,happy,happy
item_199,,games_routines,مرسی (ممنون),thank you,thank you
item_200,,games_routines,نانای,music / dance,
item_201,,games_routines,نهار,lunch,lunch
item_202,,games_routines,هیس,hush,shh
item_203,,outside,اداره,office,work (place)
item_204,item_235,outside,باغ,garden,garden
item_205,,outside,بیرون,outside,outside
item_206,item_239,outside,پارک,park,park
item_207,,outside,پل,bridge,bridge
item_208,item_243,outside,حیاط,yard,yard
item_209,item_244,outside,خانه,home,home
item_210,,outside,دریا,sea,sea
item_211,item_248,outside,ساحل,coast,
item_212,,outside,سینما,cinema,movie
item_213,,outside,کلاس,class,
item_214,item_253,outside,کوچه,alley,
item_215,item_254,outside,کوه,mountain,mountain
item_216,item_256,outside,مدرسه,school,school
item_217,item_257,outside,مسجد,mosque,church
item_218,,outside,مغازه,shop,store
item_219,,outside,مهمانی,party,party
item_220,,clothing,النگو,bangle,bracelet
item_221,,clothing,انگشتر,ring,ring (object)
item_222,item_129,clothing,بلوز,blouse,shirt
item_223,item_130,clothing,پوشک,diapers,diaper
item_224,item_132,clothing,پیراهن,shirt,shirt
item_225,,clothing,تِل,hair clip,hair clip
item_226,item_131,clothing,پیش بند,apron,apron
item_227,item_134,clothing,جوراب,socks,sock
item_228,item_135,clothing,چادر,chador,
item_229,,clothing,چکمه,boot,boots
item_230,,clothing,دستبند,bracelet,bracelet
item_231,item_139,clothing,دستکش,gloves,glove
item_232,item_136,clothing,دکمه,button,button
item_233,,clothing,دمپای ی,slippers,slipper
item_234,item_140,clothing,روسری,scarf,scarf
item_235,item_141,clothing,زیپ,zipper,zipper
item_236,,clothing,سنجاق,pin,
item_237,item_142,clothing,شال,shawl,shawl
item_238,item_143,clothing,شلوار,pants,pants
item_239,item_144,clothing,شورت,shorts,shorts
item_240,item_145,clothing,کاپشن,jacket,jacket
item_241,item_146,clothing,کت,coat,coat
item_242,,clothing,کِش,elastic band,
item_243,item_147,clothing,کفش,shoe,shoe
item_244,item_148,clothing,کلاه,hat,hat
item_245,,clothing,کمربند,belt,belt
item_246,,clothing,گردنبند,necklaces,necklace
item_247,,clothing,گل سر (گیر),hairslide,
item_248,,clothing,گوشواره,earrings,earring
item_249,item_149,clothing,لباس,dress,dress (object)
item_250,item_150,clothing,مانتو,gown,dress (object)
item_251,item_151,body_parts,ابرو,eyebrow,eyebrow
item_252,item_152,body_parts,انگشت,finger,finger
item_253,,body_parts,بازو,arm,arm
item_254,item_153,body_parts,باسن*,butt,butt
item_255,,body_parts,بینی(دماغ),nose,nose
item_256,item_156,body_parts,پا,leg,leg
item_257,,body_parts,چانه,chin,chin
item_258,item_157,body_parts,چشم,eye,eye
item_259,item_158,body_parts,دست,hand,hand
item_260,,body_parts,دل,belly,tummy
item_261,item_159,body_parts,دندان,tooth,tooth
item_262,item_160,body_parts,دهان,mouth,mouth
item_263,,body_parts,زانو,knee,knee
item_264,item_162,body_parts,زبان,tongue,tongue
item_265,,body_parts,سر (کله),head,head
item_266,,body_parts,شانه,shoulder,shoulder
item_267,,body_parts,شکم,belly,tummy
item_268,,body_parts,شست,thumb,thumb
item_269,item_164,body_parts,صورت,face,face
item_270,,body_parts,گردن,neck,neck
item_271,item_165,body_parts,گوش,ear,ear
item_272,,body_parts,لب ها,lips,lips
item_273,item_167,body_parts,لپ,cheek,cheek
item_274,item_168,body_parts,مو,hair,hair
item_275,,body_parts,مچ,wrist,
item_276,,body_parts,مشت,fist,
item_277,,body_parts,مژه,eyelashes,
item_278,item_170,body_parts,ناف,belly button,belly button
item_279,,people,ادم,human,person
item_280,,people,اسم خود کودک,baby's name,child's own name
item_281,,people,اقا,sir,sir
item_282,,people,الله (خدا),allah (god),
item_283,item_261,people,بابا*,daddy,daddy
item_284,,people,بابا بزرگ*,grandpa,grandpa
item_285,,people,بچه (نی نی),baby,baby
item_286,item_264,people,پسر,boy,boy
item_287,,people,پستچی,postman,mailman
item_288,,people,پلیس,cop,policeman
item_289,item_266,people,خاله,aunt,aunt
item_290,,people,خانم,lady,lady
item_291,,people,خواهر ( ابجی) *,sister,sister
item_292,,people,داداش*,brother,brother
item_293,,people,دای ی,uncle,uncle
item_294,item_270,people,دختر,girl,girl
item_295,,people,دک ت ر,doctor,doctor
item_296,,people,دوست,friend,friend
item_297,,people,راننده,driver,driver
item_298,,people,زن,female,woman
item_299,item_273,people,عمو,uncle,uncle
item_300,item_272,people,عمه,aunt,aunt
item_301,item_274,people,مامان*,mommy,mommy
item_302,,people,مامان بزرگ*,grandma,grandma
item_303,,people,مرد,man,man
item_304,,people,معلم,teacher,teacher
item_305,,people,مهندس,engineer,engineer
item_306,item_172,furniture_rooms,اشپزخانه,kitchen,kitchen
item_307,,furniture_rooms,آیفون,phone,telephone
item_308,,furniture_rooms,اتاق,room,room
item_309,,furniture_rooms,اتو,iron,iron (object)
item_310,,furniture_rooms,اجاق (گاز),stove,stove
item_311,,furniture_rooms,ایوان,porch,porch
item_312,item_175,furniture_rooms,بخاری,heater,radiator
item_313,,furniture_rooms,پارکینگ,parking,
item_314,,furniture_rooms,پذیرایی,living room,living room
item_315,,furniture_rooms,پله,step,stairs
item_316,item_178,furniture_rooms,پنجره,window,window
item_317,,furniture_rooms,تخت,bed,bed
item_318,item_180,furniture_rooms,تلویزیون,television,TV
item_319,item_181,furniture_rooms,حمام,bathroom,bathroom
item_320,item_182,furniture_rooms,در,door,door
item_321,item_184,furniture_rooms,دستشویی,toilet,toilet
item_322,,furniture_rooms,دوش,shower,shower
item_323,item_183,furniture_rooms,دیوار,wall,wall
item_324,,furniture_rooms,رختخواب,bed,bed
item_325,,furniture_rooms,زیرزمین,basement,basement
item_326,,furniture_rooms,سماور,samovar,teapot
item_327,item_186,furniture_rooms,صندلی,chair,chair
item_328,item_187,furniture_rooms,ضبط,record player,
item_329,,furniture_rooms,فریزر,freezer,
item_330,,furniture_rooms,ظرفشویی,dishwasher,dishwasher
item_331,,furniture_rooms,قالی ( فرش),carpet,carpet
item_332,item_189,furniture_rooms,کامپیوتر,computer,computer
item_333,,furniture_rooms,کشو,dresser,cupboard
item_334,item_190,furniture_rooms,کمد,closet,closet
item_335,,furniture_rooms,ماشین لباسشویی,washing machine,washing machine
item_336,,furniture_rooms,مبل,sofa,couch
item_337,item_193,furniture_rooms,میز,table,table
item_338,item_194,furniture_rooms,یخچال,refrigerator,refrigerator
item_339,item_195,household,اشغال,rubbish,trash
item_340,,household,اینه,mirror,mirror
item_341,,household,استکان,glass,glass
item_342,,household,بالش (پشتی),pillow (back),pillow
item_343,,household,برس,brush,brush (object)
item_344,item_196,household,بشقاب,plate,plate
item_345,item_197,household,پارچ,pitcher,
item_346,,household,پارچه,cloth,cloth
item_347,item_198,household,پتو,blanket,blanket
item_348,,household,پرده,curtain,curtain
item_349,item_200,household,پول,money,money
item_350,,household,پیچ,screw,
item_351,,household,پیچ گوشتی,screw driver,
item_352,item_202,household,تلفن,phone,telephone
item_353,,household,جارو,broom,broom
item_354,,household,جارو برقی,vacuum cleaner,vacuum
item_355,item_205,household,چاقو,knife,knife
item_356,,household,چتر,umbrella,umbrella
item_357,,household,چکش,hammer,hammer
item_358,item_206,household,چنگال,fork,fork
item_359,,household,چوب,wood,wood
item_360,item_207,household,حوله,towel,towel
item_361,,household,خمیر دندان,toothpaste,toothpaste
item_362,,household,دارو,medicine,medicine
item_363,,household,دستمال,napkin,tissue
item_364,,household,دوربین,camera,camera
item_365,,household,دیس,platter,plate
item_366,,household,رادیو,radio,radio
item_367,item_209,household,ساعت,watch / clock,watch (object)
item_368,item_210,household,سطل,bucket,bucket
item_369,,household,سوزن,needle,needle
item_370,,household,سی دی,disk,CD
item_371,item_212,household,سینی,tray,tray
item_372,item_214,household,شامپو,shampoo,shampoo
item_373,item_213,household,شانه,comb,comb (object)
item_374,,household,شمع,candle,candle
item_375,,household,شیشه (شیر),bottle (of milk),bottle
item_376,item_216,household,صابون,soap,soap
item_377,item_217,household,ظرف,box / plate,box
item_378,item_218,household,عکس,picture,picture
item_379,item_219,household,عینک,glasses,glasses
item_380,item_221,household,قاشق,spoon,spoon
item_381,item_223,household,قوری,teapot,teapot
item_382,,household,قیچی,scissors,scissors
item_383,item_224,household,کاسه,bowl,bowl
item_384,,household,کاغذ,paper,paper
item_385,,household,کبریت,matches,matches
item_386,,household,کتری,kettle,kettle
item_387,item_225,household,کلید,key,keys
item_388,,household,کنترل,remote,remote control
item_389,,household,کیف,bag,bag
item_390,,household,لامپ,lamp,lamp
item_391,,household,لیف,washcloth,
item_392,item_228,household,لیوان,glass,glass
item_393,item_229,household,مسواک,toothbrush,toothbrush
item_394,,household,نخ,thread,
item_395,item_230,household,نمکدان,salt shaker,
item_396,,outside,اتش,fire,fire
item_397,,outside,آدم برفی,snowman,snowman
item_398,,outside,اسمان,sky,sky
item_399,,outside,ابر,cloud,cloud
item_400,,outside,باد,wind,wind
item_401,item_236,outside,باران,rain,rain
item_402,,outside,بام (پشت بام),roof,roof
item_403,item_238,outside,برف,snow,snow
item_404,,outside,برگ,leaves,leaf
item_405,,outside,بیل,shovel / spade,shovel
item_406,,outside,پرچم,flag,
item_407,,outside,پیاده رو,sidewalk,sidewalk
item_408,,outside,حوض (استخر),pool / pond,pool
item_409,,outside,خاک,soil,soil
item_410,item_245,outside,خورشید,sun,sun
item_411,,outside,خیابان,street,street
item_412,item_246,outside,درخت,tree,tree
item_413,,outside,دود,smoke,
item_414,,outside,زمین,earth,earth
item_415,,outside,ساقه,stem,
item_416,item_249,outside,ستاره,star,star
item_417,item_250,outside,سرسره,slide,slide (object)
item_418,,outside,سنگ,rock,rock (object)
item_419,,outside,شلنگ,hose,
item_420,,outside,علف (سبزه),grass,grass
item_421,,outside,گل,flower,flower
item_422,,outside,گِل,flower,flower
item_423,item_255,outside,ماه,moon,moon
item_424,,outside,هوا,air,air
item_425,item_426,quantifiers,بیشتر,more,more
item_426,item_427,quantifiers,خیلی,very,many
item_427,,quantifiers,دیگه,other,other
item_428,item_383,quantifiers,زیاد,much,much
item_429,,quantifiers,یه کم( یه ذره),a little,little (amount)
item_430,,quantifiers,مثلِ ( شکلِ),like,
item_431,,quantifiers,هر,any,any
item_432,,quantifiers,همه- همش,all,all
item_433,,quantifiers,هیچی,nothing,nothing
item_434,,quantifiers,هیچ کدوم,none,none
item_435,,quantifiers,یک,one,one
item_436,,time_words,الان,now,now
item_437,item_352,time_words,امروز,today,today
item_438,,time_words,بعد,next,next
item_439,,time_words,دیروز,yesterday,yesterday
item_440,item_356,time_words,روز,day,day
item_441,,time_words,زود,soon,soon
item_442,item_357,time_words,شب,night,night
item_443,item_358,time_words,صبح,morning,morning
item_444,,time_words,ظهر,noon,
item_445,,time_words,عصر,evening,evening
item_446,item_359,time_words,فردا,tomorrow,tomorrow
item_447,,time_words,قبل,before,before
item_448,,pronouns,آن (اون),that,that
item_449,,pronouns,آنها,they,
item_450,,pronouns,او (اون),he / she,
item_451,item_398,pronouns,این,this,this
item_452,item_400,pronouns,اینها,these,these
item_453,item_402,pronouns,تو,you,you
item_454,,pronouns,خودت,yourself,
item_455,,pronouns,خودتان (خودتون),yourself,
item_456,,pronouns,خودش,himself,
item_457,,pronouns,خودشان,themselves,
item_458,,pronouns,خودم,myself,
item_459,,pronouns,خودمان (خودمون),ourselves,
item_460,item_403,pronouns,شما,you,you
item_461,item_405,pronouns,ما,we,we
item_462,item_404,pronouns,من,I,I
item_463,,pronouns,همان(همون),same,same
item_464,,descriptive_words,آبی,blue,blue
item_465,,descriptive_words,آخر,end,
item_466,,descriptive_words,آهسته (یواش),slow,slow
item_467,,descriptive_words,اذیت,annoying,
item_468,,descriptive_words,اول,first,first
item_469,item_360,descriptive_words,باز,open,open (description)
item_470,,descriptive_words,بامزه,funny,funny
item_471,item_361,descriptive_words,بد,bad,bad
item_472,,descriptive_words,بد مزه,bad-tasting,yucky
item_473,item_363,descriptive_words,بزرگ,big,big
item_474,item_364,descriptive_words,بسته,closed,closed
item_475,,descriptive_words,بلند (صدا),loud (sound),loud
item_476,,descriptive_words,بهتر,better,
item_477,,descriptive_words,بیدار,awake,awake
item_478,,descriptive_words,پاره,ripped,
item_479,,descriptive_words,پر,full,full
item_480,,descriptive_words,پیر,old,old
item_481,item_366,descriptive_words,تاریک,dark,dark
item_482,,descriptive_words,تازه,new,new
item_483,,descriptive_words,ترش,sour,sour
item_484,,descriptive_words,تلخ,bitter,bitter
item_485,item_369,descriptive_words,تمیز,clean,clean (description)
item_486,item_371,descriptive_words,چاق,fat,fat
item_487,item_372,descriptive_words,خالی,empty,empty
item_488,item_375,descriptive_words,خسته,tired,tired
item_489,item_376,descriptive_words,خشک,dry,dry (description)
item_490,,descriptive_words,خواب,asleep,asleep
item_491,,descriptive_words,خوابیده,asleep,asleep
item_492,item_379,descriptive_words,خوشحال,happy,happy
item_493,,descriptive_words,خوشگل,beautiful,beautiful
item_494,item_378,descriptive_words,خوشمزه,delicious,tasty
item_495,,descriptive_words,خیس,wet,wet (description)
item_496,item_381,descriptive_words,داغ,hot,hot
item_497,,descriptive_words,دراز (بلند),long / tall,long
item_498,item_382,descriptive_words,روشن,bright,bright
item_499,,descriptive_words,زرد,yellow,yellow
item_500,,descriptive_words,سبز,green,green
item_501,,descriptive_words,سبک,light,light (description)
item_502,item_385,descriptive_words,سرد,cold,cold
item_503,,descriptive_words,سریع (تند),fast,fast
item_504,,descriptive_words,سفت,stiff / hard,hard
item_505,,descriptive_words,سفید,white,white
item_506,,descriptive_words,سنگین,heavy,heavy
item_507,,descriptive_words,سیاه,black,black
item_508,,descriptive_words,شکسته,broken,broken
item_509,,descriptive_words,شور,salty,salty
item_510,,descriptive_words,شیرین,sweet,sweet
item_511,item_387,descriptive_words,شیطان,naughty,naughty
item_512,,descriptive_words,قرمز,red,red
item_513,,descriptive_words,قهوه ای,brown,brown
item_514,item_388,descriptive_words,کثیف,dirty,dirty
item_515,item_389,descriptive_words,کوچک,little,little (description)
item_516,,descriptive_words,کهنه,old (objects),old
item_517,item_391,descriptive_words,گرسنه,hungry,hungry
item_518,,descriptive_words,گرم,hot,hot
item_519,item_392,descriptive_words,لاغر,thin,thin
item_520,item_393,descriptive_words,مریض,sick,sick
item_521,item_395,descriptive_words,ناراحت,upset,
item_522,,descriptive_words,نارنجی,orange,orange (description)
item_523,,descriptive_words,ناز,cute,cute
item_524,,descriptive_words,نازک,thin,thin
item_525,,descriptive_words,نرم,soft,soft
item_526,,descriptive_words,نو (جدید، تازه),new,new
item_527,,locations,از,from,
item_528,,locations,اطراف,around,around
item_529,,locations,آنجا,there,there
item_530,,locations,اینجا,here,here
item_531,,locations,اونطرف,on the other side,
item_532,,locations,این طرف(این ور),this side,
item_533,,locations,بالا(بالا ِی),top,top
item_534,,locations,برای,to,to
item_535,,locations,به,to,to
item_536,,locations,بیرون,outside,outside
item_537,,locations,پایین,down,down
item_538,,locations,پشت,back,back (location)
item_539,,locations,جلو (جلوی),front,front
item_540,,locations,داخل (توی/ در),inside,inside
item_541,item_421,locations,دور,far,far
item_542,,locations,دورتر,further,
item_543,item_422,locations,روی,on,on
item_544,item_423,locations,زیر,under,under
item_545,,locations,عقب,back / behind,behind
item_546,item_425,locations,کنار,next to the,beside
item_547,,locations,نزدیک,close,near
item_548,,connecting_words,اگر,if,if
item_549,,connecting_words,اما (ولی),but,but
item_550,,connecting_words,بعد,next / after,then
item_551,,connecting_words,پس,so,so
item_552,,connecting_words,چون (چون که/ زیرا/ برای اینکه),because,because
item_553,,connecting_words,و,and,and
item_554,item_409,question_words,چرا,why,why
item_555,,question_words,چطور,how,how
item_556,,question_words,چیه,what,what
item_557,,question_words,کجا,where,where (question)
item_558,,question_words,کدام,which,which (question)
item_559,,question_words,کو,where,where (question)
item_560,item_412,question_words,کِی,when,when (question)
item_561,,question_words,کی,who,who
item_562,,action_words,امد,come,come
item_563,,action_words,افتاد,fall,fall
item_564,,action_words,انداخت,drop,drop
item_565,,action_words,ایستادن (وایسا),stand,stand
item_566,,action_words,باز (کردن),open,open (action)
item_567,,action_words,بازی (کردن),play,play
item_568,,action_words,باشه,ok,
item_569,,action_words,ببر,take,take
item_570,,action_words,ببند,close,close
item_571,,action_words,ببین,look,look
item_572,,action_words,ببینم,see,see
item_573,,action_words,بپر,jump,jump
item_574,,action_words,بپوش,wear,wear
item_575,,action_words,بخر,buy,buy
item_576,,action_words,بخند,laugh,laugh
item_577,,action_words,بخوان,read,read
item_578,,action_words,بخور,eat,eat
item_579,,action_words,بخورم,eat,eat
item_580,,action_words,بدو,run,run
item_581,,action_words,بده,give,give
item_582,,action_words,بردار,take,take
item_583,,action_words,برم,go,go
item_584,,action_words,برو,go,go
item_585,,action_words,برویم (بریم),go,go
item_586,,action_words,بریزم,pour,pour
item_587,,action_words,بست,close,close
item_588,,action_words,بشور,wash,wash
item_589,,action_words,بشورم,wash,wash
item_590,,action_words,بغل کردن,hug,hug
item_591,,action_words,بکش,kill,
item_592,,action_words,بکن,do,do
item_593,,action_words,بگو,say,say
item_594,,action_words,بگیر,catch,catch
item_595,,action_words,بنداز,throw,throw
item_596,,action_words,بشین,sit down,sit
item_597,,action_words,بشینم,sit,sit
item_598,,action_words,بنویس,write,write
item_599,,action_words,بنویسم,write,write
item_600,,action_words,بوس کن,kiss,kiss
item_601,,action_words,بیا,come,come
item_602,,action_words,بیار,bring,bring
item_603,,action_words,بیدار شد,wake up,wake
item_604,,action_words,بیدار شو,wake up,wake
item_605,,action_words,پاره شد,tear,tear
item_606,,action_words,پا شو,stand up,stand
item_607,,action_words,پاک کن,erase,erase
item_608,,action_words,پوشید,wear,wear
item_609,,action_words,پوشیدم,wear,wear
item_610,,action_words,تاب بده,swing,swing (action)
item_611,,action_words,تمام شد,finish,finish
item_612,,action_words,جاروکن,sweep,sweep
item_613,,action_words,جاروکنم,sweep,sweep
item_614,,action_words,جمع (کردن),tidy up,
item_615,,action_words,حرف نزن,be quiet,
item_616,,action_words,خراب شد,destroy,
item_617,,action_words,خرید,buy,buy
item_618,,action_words,خواب,sleep,sleep
item_619,,action_words,خوابه,sleep,sleep
item_620,,action_words,خوابید,sleep,sleep
item_621,,action_words,خواندم,read,read
item_622,,action_words,خورد,eat,eat
item_623,,action_words,خوردم,eat,eat
item_624,,action_words,خیس شد,get wet,get wet
